"REF_DATE","GEO","DGUID","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1989","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2183176","","","","0"
"1990","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2120451","","","","0"
"1991","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2085828","","","","0"
"1992","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2067749","","","","0"
"1993","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2045459","","","","0"
"1994","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2024094","","","","0"
"1995","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2008487","","","","0"
"1996","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2000975","","","","0"
"1997","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2007172","","","","0"
"1998","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2012767","","","","0"
"1999","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2038540","","","","0"
"2000","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2068377","","","","0"
"2001","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2108997","","","","0"
"2002","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2142288","","","","0"
"2003","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2178032","","","","0"
"2004","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2210969","","","","0"
"2005","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2234320","","","","0"
"2006","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2251740","","","","0"
"2007","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2261331","","","","0"
"2008","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2264625","","","","0"
"2009","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2286001","","","","0"
"2010","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2321972","","","","0"
"2011","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2352455","","","","0"
"2012","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2389961","","","","0"
"2013","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2416433","","","","0"
"2014","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2423034","","","","0"
"2015","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2395623","","","","0"
"2016","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2387191","","","","0"
"2017","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2401419","","","","0"
"2018","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2436459","","","","0"
"2019","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2475503","","","","0"
"2020","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2480898","","","","0"
"2021","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2450274","","","","0"
"2022","Canada","2016A000011124","Both sexes","20 to 24 years","Persons","249","units","0","v466758","1.1.31","2520345","","","","0"
"1980","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2205508","","","","0"
"1981","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2251012","","","","0"
"1982","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2321617","","","","0"
"1983","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2377143","","","","0"
"1984","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2413180","","","","0"
"1985","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2440033","","","","0"
"1986","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2478391","","","","0"
"1987","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2515897","","","","0"
"1988","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2548739","","","","0"
"1989","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2591696","","","","0"
"1990","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2583238","","","","0"
"1991","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2508203","","","","0"
"1992","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2431959","","","","0"
"1993","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2336877","","","","0"
"1994","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2248968","","","","0"
"1995","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2180669","","","","0"
"1996","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2151476","","","","0"
"1997","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2129734","","","","0"
"1998","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2105560","","","","0"
"1999","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2084712","","","","0"
"2000","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2074212","","","","0"
"2001","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2073119","","","","0"
"2002","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2085672","","","","0"
"2003","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2098710","","","","0"
"2004","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2125033","","","","0"
"2005","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2151097","","","","0"
"2006","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2184676","","","","0"
"2007","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2224627","","","","0"
"2008","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2272852","","","","0"
"2009","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2321928","","","","0"
"2010","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2357383","","","","0"
"2011","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2368297","","","","0"
"2012","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2383927","","","","0"
"2013","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2393577","","","","0"
"2014","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2413496","","","","0"
"2015","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2429557","","","","0"
"2016","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2466106","","","","0"
"2017","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2513657","","","","0"
"2018","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2575089","","","","0"
"2019","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2626204","","","","0"
"2020","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2643411","","","","0"
"2021","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2636047","","","","0"
"2022","Canada","2016A000011124","Both sexes","25 to 29 years","Persons","249","units","0","v466776","1.1.37","2703721","","","","0"
"1980","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2021093","","","","0"
"1981","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2083832","","","","0"
"1982","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2095059","","","","0"
"1983","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2120412","","","","0"
"1984","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2166352","","","","0"
"1985","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2226396","","","","0"
"1986","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2283411","","","","0"
"1987","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2354554","","","","0"
"1988","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2415978","","","","0"
"1989","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2484325","","","","0"
"1990","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2533392","","","","0"
"1991","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2585279","","","","0"
"1992","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2604351","","","","0"
"1993","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2626757","","","","0"
"1994","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2639979","","","","0"
"1995","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2628903","","","","0"
"1996","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2571676","","","","0"
"1997","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2502145","","","","0"
"1998","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2402910","","","","0"
"1999","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2314081","","","","0"
"2000","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2253438","","","","0"
"2001","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2240374","","","","0"
"2002","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2231502","","","","0"
"2003","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2215051","","","","0"
"2004","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2194700","","","","0"
"2005","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2182110","","","","0"
"2006","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2171257","","","","0"
"2007","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2182174","","","","0"
"2008","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2207388","","","","0"
"2009","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2245345","","","","0"
"2010","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2283236","","","","0"
"2011","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2326256","","","","0"
"2012","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2368073","","","","0"
"2013","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2411649","","","","0"
"2014","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2447837","","","","0"
"2015","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2460501","","","","0"
"2016","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2488660","","","","0"
"2017","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2515087","","","","0"
"2018","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2553299","","","","0"
"2019","Canada","2016A000011124","Both sexes","30 to 34 years","Persons","249","units","0","v466797","1.1.43","2605394","","","","0"
